compiler,program,opt,flag_id,sweep,is_warmup,wall_s,user_s,sys_s,max_rss_kb,exit_code,term_signal,output_ok,min_flt,maj_flt,vol_cs,invol_cs,instructions,cycles,branch_misses,cache_misses,energy_pkg_uj,energy_cores_uj,epoch_s,error
rustc,suma,-C opt-level=0,baseline,0,1,5.283266,5.243123,0.004002,5684,0,,1,560,5,7,27,19036274013,17776886449,4131,13519535,65432022,63810445,1784494923,
rustc,suma,-C opt-level=0,stack_protector_none,0,1,5.255038,5.250827,0.003999,5764,0,,1,558,0,1,30,19036275342,17804564735,4957,13592494,65631973,63848042,1784494929,
rustc,suma,-C opt-level=0,stack_protector,0,1,5.422659,5.422312,0.0,5976,0,,1,1076,0,1,32,21036282326,18369936836,4347,13257736,66388624,64782855,1784494934,
rustc,suma,-C opt-level=0,stack_protector_strong,0,1,5.401465,5.401301,0.0,5884,0,,1,562,0,1,27,21036282461,18301851946,4479,13052038,66353956,64755693,1784494940,
rustc,suma,-C opt-level=0,stack_protector_all,0,1,6.074782,6.074533,0.0,5748,0,,1,557,0,1,31,28642293111,20583824247,4606,14825750,76874925,75079459,1784494946,
rustc,suma,-C opt-level=1,baseline,0,1,0.166662,0.162661,0.003967,5776,0,,1,561,0,1,1,1100796205,558718225,4515,98122,1663143,1620235,1784494946,
rustc,suma,-C opt-level=1,stack_protector_none,0,1,0.16663,0.162625,0.003966,5752,0,,1,561,0,1,1,1100796735,558672501,4143,71175,1680965,1627865,1784494946,
rustc,suma,-C opt-level=1,stack_protector,0,1,0.166686,0.16267,0.003967,5756,0,,1,563,0,1,2,1100795087,558586986,4536,255503,2156122,2103815,1784494946,
rustc,suma,-C opt-level=1,stack_protector_strong,0,1,0.166496,0.162484,0.003963,5756,0,,1,562,0,1,3,1100795403,558111772,4336,184894,1934626,1882075,1784494946,
rustc,suma,-C opt-level=1,stack_protector_all,0,1,0.16671,0.162695,0.003968,5760,0,,1,563,0,1,2,1100795496,558857471,4252,98871,1795100,1740596,1784494946,
rustc,suma,-C opt-level=2,baseline,0,1,0.050992,0.047036,0.003919,5900,0,,1,564,0,1,1,650632843,166698447,4221,101620,708068,694762,1784494947,
rustc,suma,-C opt-level=2,stack_protector_none,0,1,0.050722,0.050682,0.0,5892,0,,1,564,0,1,1,650633045,165724541,4247,25555,643065,627134,1784494947,
rustc,suma,-C opt-level=2,stack_protector,0,1,0.050589,0.050555,0.0,5692,0,,1,563,0,1,1,650631718,165473274,4155,15283,625243,608213,1784494947,
rustc,suma,-C opt-level=2,stack_protector_strong,0,1,0.05073,0.046788,0.003899,5656,0,,1,562,0,1,2,650632001,165872120,4434,27638,634642,619383,1784494947,
rustc,suma,-C opt-level=2,stack_protector_all,0,1,0.050707,0.046772,0.003897,5860,0,,1,564,0,1,1,650631419,165821033,4192,33975,638975,623106,1784494947,
rustc,suma,-C opt-level=3,baseline,0,1,0.0507,0.046754,0.003896,5852,0,,1,563,0,1,2,650633071,165679941,4097,21972,628721,624571,1784494947,
rustc,suma,-C opt-level=3,stack_protector_none,0,1,0.050656,0.050615,0.0,5648,0,,1,562,0,1,2,650632479,165596029,4005,15617,616759,611448,1784494947,
rustc,suma,-C opt-level=3,stack_protector,0,1,0.050643,0.050606,0.0,5764,0,,1,562,0,1,1,650631728,165511171,4203,19497,638365,634154,1784494947,
rustc,suma,-C opt-level=3,stack_protector_strong,0,1,0.050613,0.050577,0.0,5892,0,,1,565,0,1,1,650632283,165483680,4088,12978,621886,617308,1784494947,
rustc,suma,-C opt-level=3,stack_protector_all,0,1,0.050666,0.050627,0.0,5888,0,,1,563,0,1,1,650631584,165671200,4046,26973,622313,617613,1784494947,
rustc,suma,-C opt-level=s,baseline,0,1,0.120901,0.120854,0.0,5904,0,,1,565,0,1,2,1004253285,403523034,4141,93416,1610104,1577267,1784494947,
rustc,suma,-C opt-level=s,stack_protector_none,0,1,0.121042,0.116958,0.004033,5880,0,,1,564,0,1,2,1004253772,403967187,4147,166693,1708980,1671932,1784494947,
rustc,suma,-C opt-level=s,stack_protector,0,1,0.093494,0.093458,0.0,5756,0,,1,563,0,1,1,1004255006,310753428,4077,57257,1126523,1097165,1784494947,
rustc,suma,-C opt-level=s,stack_protector_strong,0,1,0.093616,0.093574,0.0,5884,0,,1,562,0,1,1,1004254365,311055031,4265,85511,1253598,1216061,1784494947,
rustc,suma,-C opt-level=s,stack_protector_all,0,1,0.093609,0.089501,0.004068,5716,0,,1,562,0,1,1,1004254526,311051055,4013,150041,1063596,1032591,1784494948,
rustc,suma,-C opt-level=z,baseline,0,1,0.120758,0.120721,0.0,5752,0,,1,561,0,1,1,1205253322,403199557,4127,47753,1555660,1518062,1784494948,
rustc,suma,-C opt-level=z,stack_protector_none,0,1,0.120815,0.116877,0.003895,5876,0,,1,563,0,1,2,1205253383,403349780,4173,70553,1546810,1512814,1784494948,
rustc,suma,-C opt-level=z,stack_protector,0,1,0.08794,0.087902,0.0,5768,0,,1,564,0,1,1,1205256291,291933517,4141,37983,1038144,1013425,1784494948,
rustc,suma,-C opt-level=z,stack_protector_strong,0,1,0.087892,0.087854,0.0,5768,0,,1,562,0,1,1,1205256453,291837663,4233,24880,1039914,1012266,1784494948,
rustc,suma,-C opt-level=z,stack_protector_all,0,1,0.18098,0.180953,0.0,5932,0,,1,1070,0,1,0,1205254805,604460405,4237,367084,2318598,2266107,1784494948,
rustc,final,-C opt-level=0,baseline,0,1,2.993408,2.989236,0.003996,2136,0,,1,95,0,1,21,12830250982,10143807954,30004100,15060,38330285,37430202,1784494951,
rustc,final,-C opt-level=0,stack_protector_none,0,1,2.988585,2.98832,0.0,2004,0,,1,93,0,1,19,12830251385,10127173662,30004019,15573,38473657,37546230,1784494954,
rustc,final,-C opt-level=0,stack_protector,0,1,2.921294,2.921187,0.0,2164,0,,1,99,0,1,20,13570255003,9899801787,30004003,10451,36695218,35799713,1784494957,
rustc,final,-C opt-level=0,stack_protector_strong,0,1,2.923054,2.922983,0.0,2168,0,,1,98,0,1,14,13570252001,9905736817,30004076,14781,38164392,37270229,1784494960,
rustc,final,-C opt-level=0,stack_protector_all,0,1,3.453115,3.452933,0.0,1976,0,,1,92,0,1,29,17810252742,11702405771,30004086,11383,43432018,42382765,1784494963,
rustc,final,-C opt-level=1,baseline,0,1,0.290401,0.289696,0.0,2164,0,,1,94,0,1,4,990249928,979157279,20003865,8221,5128772,5028795,1784494964,
rustc,final,-C opt-level=1,stack_protector_none,0,1,0.287024,0.286984,0.0,2144,0,,1,94,0,1,2,990249913,970492219,20003985,5042,3071953,2985772,1784494964,
rustc,final,-C opt-level=1,stack_protector,0,1,0.289088,0.28904,0.0,2156,0,,1,99,0,1,4,990250430,977162551,20003922,7176,3935110,3832693,1784494964,
rustc,final,-C opt-level=1,stack_protector_strong,0,1,0.288957,0.284953,0.003957,2052,0,,1,93,0,1,4,990250898,976933579,20003948,4942,3345328,3259391,1784494965,
rustc,final,-C opt-level=1,stack_protector_all,0,1,0.288978,0.288922,0.0,2104,0,,1,97,0,1,4,990250894,976879372,20003939,5340,3328849,3244010,1784494965,
rustc,final,-C opt-level=2,baseline,0,1,0.2101,0.210069,0.0,2064,0,,1,96,0,1,1,900249547,709772382,10003815,4630,2336176,2260736,1784494965,
rustc,final,-C opt-level=2,stack_protector_none,0,1,0.20752,0.203493,0.00399,2160,0,,1,96,0,1,2,900249450,700862488,10003824,4875,2703179,2637017,1784494965,
rustc,final,-C opt-level=2,stack_protector,0,1,0.207512,0.207471,0.0,2160,0,,1,97,0,1,2,900251199,700864537,10004103,4945,2426996,2380426,1784494965,
rustc,final,-C opt-level=2,stack_protector_strong,0,1,0.207468,0.207422,0.0,2008,0,,1,93,0,1,3,900250735,700668070,10003861,5116,2622429,2564386,1784494966,
rustc,final,-C opt-level=2,stack_protector_all,0,1,0.20737,0.207337,0.0,2160,0,,1,95,0,1,1,900250549,700457276,10003886,4779,2274592,2217157,1784494966,
rustc,final,-C opt-level=3,baseline,0,1,0.21014,0.210099,0.0,2140,0,,1,96,0,1,2,900249806,709816577,10003876,5179,2369134,2297297,1784494966,
rustc,final,-C opt-level=3,stack_protector_none,0,1,0.207419,0.207369,0.0,1996,0,,1,94,0,1,3,900250120,700486215,10003811,5086,2642328,2585747,1784494966,
rustc,final,-C opt-level=3,stack_protector,0,1,0.207366,0.207333,0.0,2064,0,,1,94,0,1,1,900250963,700489134,10003966,5116,2568780,2511529,1784494967,
rustc,final,-C opt-level=3,stack_protector_strong,0,1,0.207393,0.207352,0.0,2064,0,,1,96,0,1,2,900250771,700477989,10003904,4864,2523492,2455744,1784494967,
rustc,final,-C opt-level=3,stack_protector_all,0,1,0.207381,0.207335,0.0,2068,0,,1,94,0,1,4,900250824,700459998,10003835,4551,2304194,2236566,1784494967,
rustc,final,-C opt-level=s,baseline,0,1,0.335446,0.335394,0.0,2004,0,,1,94,0,1,4,1910249625,1134433766,20069543,5410,4012258,3903737,1784494967,
rustc,final,-C opt-level=s,stack_protector_none,0,1,0.334815,0.334782,0.0,2144,0,,1,96,0,1,1,1910249440,1132444115,20065690,4891,3789663,3686575,1784494968,
rustc,final,-C opt-level=s,stack_protector,0,1,0.396403,0.396345,0.0,2156,0,,1,97,0,1,3,1910253400,1341105220,20036758,5112,4376454,4252003,1784494968,
rustc,final,-C opt-level=s,stack_protector_strong,0,1,0.395262,0.395213,0.0,2064,0,,1,98,0,1,4,1910252911,1337291190,20004072,5495,4627185,4512134,1784494968,
rustc,final,-C opt-level=s,stack_protector_all,0,1,0.396088,0.395929,0.0,2160,0,,1,97,0,1,10,1910251405,1339203532,20004089,8935,6444869,6309554,1784494969,
rustc,final,-C opt-level=z,baseline,0,1,0.387582,0.383539,0.003995,2156,0,,1,97,0,1,4,2250252784,1311246461,20004163,4945,4093679,3985951,1784494969,
rustc,final,-C opt-level=z,stack_protector_none,0,1,0.387535,0.387499,0.0,2156,0,,1,96,0,1,2,2250253116,1311028942,20021416,5447,4610035,4509571,1784494970,
rustc,final,-C opt-level=z,stack_protector,0,1,0.484363,0.48432,0.0,2152,0,,1,97,0,1,3,2250252843,1639349156,20004077,5238,5620041,5479417,1784494970,
rustc,final,-C opt-level=z,stack_protector_strong,0,1,0.484097,0.480056,0.004,1992,0,,1,96,0,1,3,2250253450,1638501769,20006957,5341,5678025,5523362,1784494971,
rustc,final,-C opt-level=z,stack_protector_all,0,1,0.394292,0.394245,0.0,2060,0,,1,95,0,1,3,2250250581,1333978013,20004019,5944,4586963,4471485,1784494971,
rustc,startup,-C opt-level=0,baseline,0,1,0.000754,0.000737,0.0,2160,0,,1,96,0,1,0,248735,391851,3701,3251,11047,9704,1784494971,
rustc,startup,-C opt-level=0,stack_protector_none,0,1,0.000741,0.000722,0.0,2168,0,,1,96,0,1,0,248668,380362,3896,1852,11414,10559,1784494971,
rustc,startup,-C opt-level=0,stack_protector,0,1,0.000732,0.000714,0.0,2164,0,,1,97,0,1,0,250394,373406,3981,1591,14587,8972,1784494971,
rustc,startup,-C opt-level=0,stack_protector_strong,0,1,0.000746,0.000728,0.0,2172,0,,1,99,0,1,0,252959,375691,3862,1453,11230,9216,1784494971,
rustc,startup,-C opt-level=0,stack_protector_all,0,1,0.000727,0.000709,0.0,2064,0,,1,94,0,1,0,250201,373237,3738,1523,13672,10254,1784494971,
rustc,startup,-C opt-level=1,baseline,0,1,0.000736,0.000718,0.0,2052,0,,1,95,0,1,0,248885,368259,3773,1470,11047,13245,1784494971,
rustc,startup,-C opt-level=1,stack_protector_none,0,1,0.000724,0.000706,0.0,2000,0,,1,94,0,1,0,248641,368591,3786,1306,12573,11779,1784494971,
rustc,startup,-C opt-level=1,stack_protector,0,1,0.00073,0.000712,0.0,2004,0,,1,95,0,1,0,248663,366495,3685,1325,10681,11048,1784494971,
rustc,startup,-C opt-level=1,stack_protector_strong,0,1,0.000733,0.0,0.000715,1976,0,,1,94,0,1,0,248783,370551,3741,1315,11780,10620,1784494971,
rustc,startup,-C opt-level=1,stack_protector_all,0,1,0.000732,0.000714,0.0,2060,0,,1,95,0,1,0,250236,368947,3766,1310,10559,9826,1784494971,
rustc,startup,-C opt-level=2,baseline,0,1,0.000842,0.000744,0.0,2168,0,,1,96,0,1,1,249463,368007,3684,1317,11658,12207,1784494971,
rustc,startup,-C opt-level=2,stack_protector_none,0,1,0.000728,0.000711,0.0,2104,0,,1,95,0,1,0,248625,368258,3785,1267,10498,9155,1784494971,
rustc,startup,-C opt-level=2,stack_protector,0,1,0.000739,0.000721,0.0,2160,0,,1,96,0,1,0,249398,374299,3939,1259,11658,11719,1784494971,
rustc,startup,-C opt-level=2,stack_protector_strong,0,1,0.000739,0.000721,0.0,2180,0,,1,98,0,1,0,249644,374891,3928,1277,12207,11108,1784494971,
rustc,startup,-C opt-level=2,stack_protector_all,0,1,0.000743,0.0,0.000726,2116,0,,1,96,0,1,0,250315,372450,3792,1310,0,12756,1784494971,
rustc,startup,-C opt-level=3,baseline,0,1,0.00073,0.000713,0.0,2060,0,,1,95,0,1,0,248837,368882,3746,1286,11657,10986,1784494971,
rustc,startup,-C opt-level=3,stack_protector_none,0,1,0.000793,0.0,0.000743,2152,0,,1,95,0,1,1,249099,364143,3683,1229,11963,9949,1784494971,
rustc,startup,-C opt-level=3,stack_protector,0,1,0.00073,0.000713,0.0,2056,0,,1,95,0,1,0,249474,368250,3721,1257,10803,11474,1784494971,
rustc,startup,-C opt-level=3,stack_protector_strong,0,1,0.000739,0.000717,0.0,2068,0,,1,95,0,1,0,249012,372039,3847,1292,10681,11047,1784494971,
rustc,startup,-C opt-level=3,stack_protector_all,0,1,0.000727,0.00071,0.0,2068,0,,1,95,0,1,0,250271,369057,3707,1262,10437,9156,1784494971,
rustc,startup,-C opt-level=s,baseline,0,1,0.000727,0.00071,0.0,2120,0,,1,96,0,1,0,249138,368616,3672,1202,11231,9949,1784494971,
rustc,startup,-C opt-level=s,stack_protector_none,0,1,0.000733,0.000715,0.0,2152,0,,1,96,0,1,0,249453,370094,3864,1255,10803,9155,1784494971,
rustc,startup,-C opt-level=s,stack_protector,0,1,0.000741,0.000723,0.0,2164,0,,1,98,0,1,0,248997,370577,3741,1269,11292,10864,1784494971,
rustc,startup,-C opt-level=s,stack_protector_strong,0,1,0.000731,0.000713,0.0,2064,0,,1,94,0,1,0,249203,367197,3829,1283,11414,10437,1784494971,
rustc,startup,-C opt-level=s,stack_protector_all,0,1,0.000734,0.000717,0.0,2172,0,,1,94,0,1,0,250210,370574,3814,1113,10498,9766,1784494971,
rustc,startup,-C opt-level=z,baseline,0,1,0.000721,0.000703,0.0,2060,0,,1,95,0,1,0,248513,366214,3649,1345,12451,10376,1784494971,
rustc,startup,-C opt-level=z,stack_protector_none,0,1,0.000735,0.000717,0.0,2160,0,,1,95,0,1,0,248720,367954,3685,1309,10376,9644,1784494971,
rustc,startup,-C opt-level=z,stack_protector,0,1,0.000723,0.000706,0.0,2000,0,,1,91,0,1,0,250056,373061,3980,1381,10620,9277,1784494971,
rustc,startup,-C opt-level=z,stack_protector_strong,0,1,0.000721,0.000703,0.0,2004,0,,1,92,0,1,0,250393,371114,3937,1137,11535,9766,1784494971,
rustc,startup,-C opt-level=z,stack_protector_all,0,1,0.000724,0.000706,0.0,1972,0,,1,92,0,1,0,249938,370382,3903,1313,10498,9887,1784494971,
rustc,suma,-C opt-level=0,baseline,1,0,5.235215,5.234685,0.0,5876,0,,1,564,0,1,42,19036275425,17736589756,4266,13156290,63953328,62412987,1784494976,
rustc,suma,-C opt-level=0,stack_protector_none,1,0,5.250974,5.250657,0.0,5844,0,,1,559,0,1,40,19036275300,17790845417,4326,13422139,65577530,64003193,1784494982,
rustc,suma,-C opt-level=0,stack_protector,1,0,5.418243,5.409932,0.0,5892,0,,1,561,0,1,43,21036282275,18330770146,4468,13460599,66769055,65170426,1784494987,
rustc,suma,-C opt-level=0,stack_protector_strong,1,0,5.412157,5.407984,0.003999,5748,0,,1,1070,0,1,31,21036282677,18335032583,4445,13354849,66888318,65281144,1784494992,
rustc,suma,-C opt-level=0,stack_protector_all,1,0,6.084921,6.084526,0.0,5744,0,,1,562,0,1,41,28642293691,20617640390,4339,13268233,75682667,73869440,1784494998,
rustc,suma,-C opt-level=1,baseline,1,0,0.168832,0.168781,0.0,5924,0,,1,1073,0,1,2,1100796646,563027036,4343,947742,2844658,2794488,1784494999,
rustc,suma,-C opt-level=1,stack_protector_none,1,0,0.166658,0.162652,0.003967,5856,0,,1,564,0,1,1,1100796504,558661172,4261,60729,1652584,1600764,1784494999,
rustc,suma,-C opt-level=1,stack_protector,1,0,0.166183,0.162167,0.003955,5876,0,,1,561,0,1,4,1100795139,557031033,4252,49500,1629574,1582088,1784494999,
rustc,suma,-C opt-level=1,stack_protector_strong,1,0,0.171202,0.165885,0.003949,5900,0,,1,563,0,1,3,1100795517,569336146,4401,4411045,3403433,3353629,1784494999,
rustc,suma,-C opt-level=1,stack_protector_all,1,0,0.16736,0.163324,0.003983,5900,0,,1,561,0,1,3,1100795190,560844060,4327,571150,1878352,1811152,1784494999,
rustc,suma,-C opt-level=2,baseline,1,0,0.050352,0.05032,0.0,5876,0,,1,565,0,1,1,650632791,164566320,4180,17459,607726,603820,1784494999,
rustc,suma,-C opt-level=2,stack_protector_none,1,0,0.050555,0.05051,0.0,5860,0,,1,563,0,1,2,650633313,165153175,4051,31269,832456,833371,1784494999,
rustc,suma,-C opt-level=2,stack_protector,1,0,0.050352,0.046445,0.00387,5720,0,,1,561,0,1,1,650631366,164595580,4092,12712,631956,621824,1784494999,
rustc,suma,-C opt-level=2,stack_protector_strong,1,0,0.050679,0.046741,0.003895,5816,0,,1,564,0,1,2,650631579,165573577,3973,56007,794920,788389,1784494999,
rustc,suma,-C opt-level=2,stack_protector_all,1,0,0.050851,0.0469,0.003908,5868,0,,1,563,0,1,1,650631879,166102607,4076,113843,723631,707945,1784495000,
rustc,suma,-C opt-level=3,baseline,1,0,0.050742,0.046798,0.003899,5736,0,,1,563,0,1,1,650633178,165697396,3984,47613,990537,974180,1784495000,
rustc,suma,-C opt-level=3,stack_protector_none,1,0,0.050504,0.046584,0.003882,5692,0,,1,563,0,1,1,650633109,165028761,3985,30388,626158,618467,1784495000,
rustc,suma,-C opt-level=3,stack_protector,1,0,0.050369,0.050334,0.0,5868,0,,1,561,0,1,1,650631674,164650345,4354,19891,622802,614073,1784495000,
rustc,suma,-C opt-level=3,stack_protector_strong,1,0,0.05034,0.046435,0.003869,5892,0,,1,562,0,1,1,650632184,164600238,4189,15262,627623,607421,1784495000,
rustc,suma,-C opt-level=3,stack_protector_all,1,0,0.050462,0.046542,0.003878,5896,0,,1,562,0,1,1,650631375,164864478,4181,38064,661131,640685,1784495000,
rustc,suma,-C opt-level=s,baseline,1,0,0.120699,0.11664,0.004022,5872,0,,1,560,0,1,1,1004253226,403051729,4029,37940,1372128,1334347,1784495000,
rustc,suma,-C opt-level=s,stack_protector_none,1,0,0.120754,0.120718,0.0,5780,0,,1,559,0,1,1,1004252981,403223580,4115,53202,1362118,1325741,1784495000,
rustc,suma,-C opt-level=s,stack_protector,1,0,0.09374,0.093695,0.0,5876,0,,1,565,0,1,2,1004254475,311569677,4165,34103,1030942,1001279,1784495000,
rustc,suma,-C opt-level=s,stack_protector_strong,1,0,0.093621,0.085787,0.007798,5676,0,,1,559,0,1,1,1004254373,311302755,4102,21424,1007016,979490,1784495000,
rustc,suma,-C opt-level=s,stack_protector_all,1,0,0.093749,0.09368,0.0,5904,0,,1,566,0,1,2,1004254382,311452345,4153,47055,1032773,1003660,1784495000,
rustc,suma,-C opt-level=z,baseline,1,0,0.120865,0.120838,0.0,5780,0,,1,560,0,1,0,1205252950,403606164,4229,75254,1762751,1726741,1784495000,
rustc,suma,-C opt-level=z,stack_protector_none,1,0,0.121046,0.116956,0.004032,5700,0,,1,559,0,1,4,1205252788,404060238,4053,173594,1814876,1781184,1784495001,
rustc,suma,-C opt-level=z,stack_protector,1,0,0.088344,0.088301,0.0,5880,0,,1,565,0,1,1,1205256928,293201161,4198,161126,1414059,1383541,1784495001,
rustc,suma,-C opt-level=z,stack_protector_strong,1,0,0.089189,0.085274,0.003876,5768,0,,1,1073,0,1,1,1205257270,293283315,4103,89148,1025510,1002683,1784495001,
rustc,suma,-C opt-level=z,stack_protector_all,1,0,0.17983,0.179756,0.0,5760,0,,1,561,0,1,7,1205254978,603160972,4133,59495,2047480,1993098,1784495001,
rustc,final,-C opt-level=0,baseline,1,0,3.005367,3.005256,0.0,2168,0,,1,95,0,1,21,12830250999,10184885637,30004079,9438,37147488,36239226,1784495004,
rustc,final,-C opt-level=0,stack_protector_none,1,0,3.011201,3.011034,0.0,2152,0,,1,96,0,1,26,12830251766,10204032887,30004090,14323,38051050,37131009,1784495007,
rustc,final,-C opt-level=0,stack_protector,1,0,2.915801,2.915567,0.0,2168,0,,1,100,0,1,20,13570254522,9880352826,30004188,15426,37615627,36721036,1784495010,
rustc,final,-C opt-level=0,stack_protector_strong,1,0,2.909767,2.909672,0.0,1956,0,,1,95,0,1,17,13570252385,9860906206,30003861,8952,35831390,34944918,1784495013,
rustc,final,-C opt-level=0,stack_protector_all,1,0,3.48425,3.484083,0.0,2164,0,,1,94,0,1,24,17810252310,11807553147,30007212,18526,45942021,44868903,1784495016,
rustc,final,-C opt-level=1,baseline,1,0,0.287042,0.286981,0.0,2008,0,,1,93,0,1,6,990249158,970491933,20003677,4921,3147636,3062309,1784495017,
rustc,final,-C opt-level=1,stack_protector_none,1,0,0.313636,0.313586,0.0,2164,0,,1,96,0,1,4,990249640,1060541031,20003851,4746,3556021,3458548,1784495017,
rustc,final,-C opt-level=1,stack_protector,1,0,0.287087,0.283034,0.003986,2068,0,,1,96,0,1,3,990250503,970509975,20004201,5285,3278800,3183830,1784495017,
rustc,final,-C opt-level=1,stack_protector_strong,1,0,0.287076,0.283046,0.003986,2064,0,,1,93,0,1,3,990250525,970549174,20004153,5595,3543142,3458304,1784495017,
rustc,final,-C opt-level=1,stack_protector_all,1,0,0.28705,0.287019,0.0,2052,0,,1,95,0,1,1,990251606,970503233,20004208,5200,3087089,2990898,1784495018,
rustc,final,-C opt-level=2,baseline,1,0,0.207765,0.207739,0.0,2180,0,,1,99,0,1,0,900250072,701751766,10004119,5009,2592889,2530633,1784495018,
rustc,final,-C opt-level=2,stack_protector_none,1,0,0.207926,0.207876,0.0,2052,0,,1,94,0,1,3,900249851,702212536,10003991,5428,2465265,2400080,1784495018,
rustc,final,-C opt-level=2,stack_protector,1,0,0.207406,0.207359,0.0,2120,0,,1,95,0,1,3,900250466,700493629,10003926,4993,2683282,2615960,1784495018,
rustc,final,-C opt-level=2,stack_protector_strong,1,0,0.210265,0.210228,0.0,2100,0,,1,95,0,1,2,900250851,710204872,10003884,5397,2362054,2301813,1784495019,
rustc,final,-C opt-level=2,stack_protector_all,1,0,0.207361,0.207336,0.0,2072,0,,1,96,0,1,0,900250796,700457945,10003835,4665,2294366,2225580,1784495019,
rustc,final,-C opt-level=3,baseline,1,0,0.207855,0.207799,0.0,2168,0,,1,99,0,1,4,900249695,701921250,10003964,5177,2764275,2702142,1784495019,
rustc,final,-C opt-level=3,stack_protector_none,1,0,0.207741,0.207706,0.0,2172,0,,1,97,0,1,1,900249614,701705974,10003841,4603,2304560,2240229,1784495019,
rustc,final,-C opt-level=3,stack_protector,1,0,0.210684,0.210431,0.0,2072,0,,1,95,0,1,7,900251021,710651484,10003853,6832,4073842,4008840,1784495019,
rustc,final,-C opt-level=3,stack_protector_strong,1,0,0.207417,0.207373,0.0,2156,0,,1,94,0,1,2,900250775,700511847,10003992,5626,2480402,2404963,1784495020,
rustc,final,-C opt-level=3,stack_protector_all,1,0,0.210236,0.210205,0.0,2008,0,,1,95,0,1,1,900250783,710171847,10003991,4704,2360040,2289973,1784495020,
rustc,final,-C opt-level=s,baseline,1,0,0.331923,0.331888,0.0,1984,0,,1,95,0,1,1,1910249900,1122625680,20004077,5445,3953542,3854299,1784495020,
rustc,final,-C opt-level=s,stack_protector_none,1,0,0.335926,0.335877,0.0,2052,0,,1,94,0,1,4,1910249809,1136137834,20004252,5255,3907095,3806569,1784495021,
rustc,final,-C opt-level=s,stack_protector,1,0,0.396413,0.392354,0.004003,2168,0,,1,98,0,1,4,1910253013,1341171881,20004216,5508,4164662,4039541,1784495021,
rustc,final,-C opt-level=s,stack_protector_strong,1,0,0.395422,0.395367,0.0,1996,0,,1,95,0,1,5,1910253467,1337780664,20004187,5697,4611561,4486133,1784495021,
rustc,final,-C opt-level=s,stack_protector_all,1,0,0.396236,0.396189,0.0,2152,0,,1,96,0,1,4,1910251333,1340542127,20004155,5099,4706347,4579151,1784495022,
rustc,final,-C opt-level=z,baseline,1,0,0.387426,0.383385,0.003993,2044,0,,1,94,0,1,4,2250253171,1310671201,20004309,5316,4503407,4392078,1784495022,
rustc,final,-C opt-level=z,stack_protector_none,1,0,0.387376,0.387318,0.0,2004,0,,1,95,0,1,6,2250252915,1310541359,20004193,4851,4281056,4168019,1784495022,
rustc,final,-C opt-level=z,stack_protector,1,0,0.562723,0.558678,0.00399,2160,0,,1,97,0,1,5,2250253065,1904912512,30067468,6050,6767500,6595992,1784495023,
rustc,final,-C opt-level=z,stack_protector_strong,1,0,0.485004,0.484953,0.0,2156,0,,1,97,0,1,5,2250253222,1641451802,20039868,5383,5627915,5470323,1784495024,
rustc,final,-C opt-level=z,stack_protector_all,1,0,0.393425,0.389421,0.003973,2156,0,,1,97,0,1,1,2250251099,1331069879,20004173,5205,4531483,4418507,1784495024,
rustc,startup,-C opt-level=0,baseline,1,0,0.000746,0.000728,0.0,2008,0,,1,94,0,1,0,248559,395206,3760,3383,10559,9217,1784495024,
rustc,startup,-C opt-level=0,stack_protector_none,1,0,0.000745,0.000727,0.0,2072,0,,1,98,0,1,0,249689,373458,3858,1618,11108,10254,1784495024,
rustc,startup,-C opt-level=0,stack_protector,1,0,0.000731,0.000713,0.0,2152,0,,1,95,0,1,0,250424,369507,3888,1445,11475,9827,1784495024,
rustc,startup,-C opt-level=0,stack_protector_strong,1,0,0.000747,0.000729,0.0,2124,0,,1,100,0,1,0,252952,377067,3981,1308,0,10742,1784495024,
rustc,startup,-C opt-level=0,stack_protector_all,1,0,0.000726,0.000708,0.0,2064,0,,1,94,0,1,0,250584,374844,4033,1319,12207,9155,1784495024,
rustc,startup,-C opt-level=1,baseline,1,0,0.000731,0.000714,0.0,1988,0,,1,95,0,1,0,249118,367525,3831,1258,11536,10193,1784495024,
rustc,startup,-C opt-level=1,stack_protector_none,1,0,0.000735,0.000718,0.0,2176,0,,1,97,0,1,0,248865,369921,3783,1257,11109,9705,1784495024,
rustc,startup,-C opt-level=1,stack_protector,1,0,0.000733,0.000715,0.0,2052,0,,1,95,0,1,0,248910,370511,3829,1223,12573,10132,1784495024,
rustc,startup,-C opt-level=1,stack_protector_strong,1,0,0.000743,0.000725,0.0,2168,0,,1,99,0,1,0,249185,370238,3788,1282,10742,10498,1784495024,
rustc,startup,-C opt-level=1,stack_protector_all,1,0,0.000736,0.000719,0.0,2040,0,,1,95,0,1,0,250404,372270,3815,1171,11108,10010,1784495024,
rustc,startup,-C opt-level=2,baseline,1,0,0.000742,0.000724,0.0,2168,0,,1,99,0,1,0,249589,370095,3832,1211,10559,9644,1784495024,
rustc,startup,-C opt-level=2,stack_protector_none,1,0,0.000829,0.0,0.00074,2156,0,,1,97,0,1,1,248932,365833,3741,1327,10987,10742,1784495024,
rustc,startup,-C opt-level=2,stack_protector,1,0,0.000731,0.000713,0.0,2168,0,,1,97,0,1,0,249247,368639,3770,1352,11719,11475,1784495024,
