compiler,program,opt,flag_id,sweep,is_warmup,wall_s,user_s,sys_s,max_rss_kb,exit_code,term_signal,output_ok,epoch_s
clang++,suma,-Ofast,stack_protector,1,0,0.0555,0.055422,0.0,6912,0,,1,1783529981
clang++,suma,-Ofast,stack_protector_strong,1,0,0.055374,0.051346,0.003949,7008,0,,1,1783529981
clang++,suma,-Ofast,stack_protector_all,1,0,0.055268,0.051234,0.003941,7008,0,,1,1783529981
clang++,suma,-Ofast,no_plt,1,0,0.045949,0.045837,0.0,6904,0,,1,1783529981
clang++,suma,-Ofast,asan,1,0,0.147537,0.135399,0.012033,14280,0,,1,1783529981
clang++,suma,-Ofast,ubsan,1,0,0.358552,0.354394,0.004027,9360,0,,1,1783529981
clang++,suma,-Ofast,msan,1,0,0.120594,0.116347,0.004011,13896,0,,1,1783529981
clang++,suma,-Ofast,safe_stack,1,0,0.057665,0.057573,0.0,6952,0,,1,1783529981
clang++,suma,-Ofast,lto,1,0,0.055527,0.051482,0.00396,6792,0,,1,1783529982
clang++,suma,-Os,baseline,1,0,0.062603,0.058602,0.003906,6880,0,,1,1783529982
clang++,suma,-Os,pie,1,0,0.062627,0.062541,0.0,6928,0,,1,1783529982
clang++,suma,-Os,no_pie,1,0,0.120903,0.120821,0.0,6928,0,,1,1783529982
clang++,suma,-Os,fortify1,1,0,0.062868,0.058847,0.003923,6884,0,,1,1783529982
clang++,suma,-Os,fortify2,1,0,0.09135,0.087295,0.003967,6904,0,,1,1783529982
clang++,suma,-Os,fortify_off,1,0,0.062629,0.062536,0.0,6812,0,,1,1783529982
clang++,suma,-Os,noexecstack,1,0,0.062575,0.058584,0.003905,6916,0,,1,1783529982
clang++,suma,-Os,execstack,1,0,0.062902,0.058892,0.003926,6904,0,,1,1783529982
clang++,suma,-Os,relro_full,1,0,0.062746,0.062659,0.0,6880,0,,1,1783529982
clang++,suma,-Os,no_stack_protector,1,0,0.06264,0.062543,0.0,6772,0,,1,1783529982
clang++,suma,-Os,stack_protector,1,0,0.062563,0.05856,0.003904,6908,0,,1,1783529982
clang++,suma,-Os,stack_protector_strong,1,0,0.062548,0.062447,0.0,6940,0,,1,1783529982
clang++,suma,-Os,stack_protector_all,1,0,0.063606,0.063507,0.0,6916,0,,1,1783529982
clang++,suma,-Os,no_plt,1,0,0.091741,0.091655,0.0,6832,0,,1,1783529983
clang++,suma,-Os,asan,1,0,0.147353,0.139232,0.00802,14172,0,,1,1783529983
clang++,suma,-Os,ubsan,1,0,0.783188,0.783036,0.0,7216,0,,1,1783529983
clang++,suma,-Os,msan,1,0,0.176047,0.17184,0.003996,15868,0,,1,1783529984
clang++,suma,-Os,safe_stack,1,0,0.062726,0.062634,0.0,6944,0,,1,1783529984
clang++,suma,-Os,lto,1,0,0.062608,0.058607,0.003907,6788,0,,1,1783529984
clang++,suma,-Oz,baseline,1,0,0.087562,0.087468,0.0,6880,0,,1,1783529984
clang++,suma,-Oz,pie,1,0,0.087351,0.083297,0.003966,6880,0,,1,1783529984
clang++,suma,-Oz,no_pie,1,0,0.087269,0.087193,0.0,6892,0,,1,1783529984
clang++,suma,-Oz,fortify1,1,0,0.090297,0.090214,0.0,6908,0,,1,1783529984
clang++,suma,-Oz,fortify2,1,0,0.087841,0.087744,0.0,6908,0,,1,1783529984
clang++,suma,-Oz,fortify_off,1,0,0.087423,0.083351,0.003969,6916,0,,1,1783529984
clang++,suma,-Oz,noexecstack,1,0,0.087244,0.087147,0.0,6940,0,,1,1783529984
clang++,suma,-Oz,execstack,1,0,0.088761,0.08867,0.0,6956,0,,1,1783529984
clang++,suma,-Oz,relro_full,1,0,0.088093,0.084002,0.004,6828,0,,1,1783529985
clang++,suma,-Oz,no_stack_protector,1,0,0.087149,0.087065,0.0,6928,0,,1,1783529985
clang++,suma,-Oz,stack_protector,1,0,0.087417,0.083355,0.003969,6788,0,,1,1783529985
clang++,suma,-Oz,stack_protector_strong,1,0,0.181546,0.181454,0.0,6984,0,,1,1783529985
clang++,suma,-Oz,stack_protector_all,1,0,0.180273,0.17628,0.003917,6916,0,,1,1783529985
clang++,suma,-Oz,no_plt,1,0,0.087129,0.083085,0.003956,6856,0,,1,1783529985
clang++,suma,-Oz,asan,1,0,0.175183,0.171054,0.004,12356,0,,1,1783529985
clang++,suma,-Oz,ubsan,1,0,0.716989,0.716842,0.0,7188,0,,1,1783529986
clang++,suma,-Oz,msan,1,0,0.314653,0.310426,0.003979,14248,0,,1,1783529986
clang++,suma,-Oz,safe_stack,1,0,0.08749,0.08739,0.0,6944,0,,1,1783529986
clang++,suma,-Oz,lto,1,0,0.180797,0.176787,0.003928,6912,0,,1,1783529987
clang++,final,-O0,baseline,1,0,0.09942,0.099334,0.0,3764,0,,1,1783529987
clang++,final,-O0,pie,1,0,0.097324,0.09724,0.0,3728,0,,1,1783529987
clang++,final,-O0,no_pie,1,0,0.09779,0.097717,0.0,3764,0,,1,1783529987
clang++,final,-O0,fortify1,1,0,0.09679,0.096707,0.0,3952,0,,1,1783529987
clang++,final,-O0,fortify2,1,0,0.096477,0.0964,0.0,3888,0,,1,1783529987
clang++,final,-O0,fortify_off,1,0,0.096571,0.096493,0.0,3800,0,,1,1783529987
clang++,final,-O0,noexecstack,1,0,0.096402,0.088611,0.007705,3748,0,,1,1783529987
clang++,final,-O0,execstack,1,0,0.097578,0.097495,0.0,3808,0,,1,1783529987
clang++,final,-O0,relro_full,1,0,0.096339,0.092399,0.003849,3752,0,,1,1783529988
clang++,final,-O0,no_stack_protector,1,0,0.096606,0.096517,0.0,3748,0,,1,1783529988
clang++,final,-O0,stack_protector,1,0,0.096621,0.09654,0.0,3856,0,,1,1783529988
clang++,final,-O0,stack_protector_strong,1,0,0.096907,0.09683,0.0,3764,0,,1,1783529988
clang++,final,-O0,stack_protector_all,1,0,0.097575,0.097489,0.0,3832,0,,1,1783529988
clang++,final,-O0,no_plt,1,0,0.104777,0.104696,0.0,3680,0,,1,1783529988
clang++,final,-O0,asan,1,0,0.37211,0.35996,0.01203,9752,0,,1,1783529988
clang++,final,-O0,ubsan,1,0,0.109424,0.105398,0.003903,4200,0,,1,1783529989
clang++,final,-O0,msan,1,0,0.633471,0.629332,0.004008,8556,0,,1,1783529989
clang++,final,-O0,safe_stack,1,0,0.104874,0.104787,0.0,3812,0,,1,1783529989
clang++,final,-O0,lto,1,0,0.10852,0.10843,0.0,3748,0,,1,1783529989
clang++,final,-O1,baseline,1,0,0.094363,0.094276,0.0,3804,0,,1,1783529989
clang++,final,-O1,pie,1,0,0.090617,0.086589,0.003935,3828,0,,1,1783529990
clang++,final,-O1,no_pie,1,0,0.090694,0.090608,0.0,3756,0,,1,1783529990
clang++,final,-O1,fortify1,1,0,0.064254,0.064176,0.0,3952,0,,1,1783529990
clang++,final,-O1,fortify2,1,0,0.064223,0.064147,0.0,3740,0,,1,1783529990
clang++,final,-O1,fortify_off,1,0,0.090143,0.090053,0.0,3752,0,,1,1783529990
clang++,final,-O1,noexecstack,1,0,0.091073,0.090998,0.0,3764,0,,1,1783529990
clang++,final,-O1,execstack,1,0,0.090138,0.090062,0.0,3808,0,,1,1783529990
clang++,final,-O1,relro_full,1,0,0.091206,0.087166,0.003962,3880,0,,1,1783529990
clang++,final,-O1,no_stack_protector,1,0,0.093552,0.089573,0.003894,3748,0,,1,1783529990
clang++,final,-O1,stack_protector,1,0,0.090092,0.086089,0.003913,3808,0,,1,1783529990
clang++,final,-O1,stack_protector_strong,1,0,0.090928,0.08689,0.003949,3872,0,,1,1783529990
clang++,final,-O1,stack_protector_all,1,0,0.09009,0.090001,0.0,3832,0,,1,1783529991
clang++,final,-O1,no_plt,1,0,0.088923,0.088853,0.0,3952,0,,1,1783529991
clang++,final,-O1,asan,1,0,0.362191,0.351194,0.010844,12996,0,,1,1783529991
clang++,final,-O1,ubsan,1,0,0.090268,0.090161,0.0,4132,0,,1,1783529991
clang++,final,-O1,msan,1,0,0.593962,0.589833,0.004012,6752,0,,1,1783529992
clang++,final,-O1,safe_stack,1,0,0.099383,0.099297,0.0,3836,0,,1,1783529992
clang++,final,-O1,lto,1,0,0.093873,0.093779,0.0,3744,0,,1,1783529992
clang++,final,-O2,baseline,1,0,0.090265,0.09018,0.0,3812,0,,1,1783529992
clang++,final,-O2,pie,1,0,0.094204,0.094123,0.0,3788,0,,1,1783529992
clang++,final,-O2,no_pie,1,0,0.090228,0.090146,0.0,3832,0,,1,1783529992
clang++,final,-O2,fortify1,1,0,0.06447,0.064389,0.0,3752,0,,1,1783529992
clang++,final,-O2,fortify2,1,0,0.063454,0.063373,0.0,3808,0,,1,1783529992
clang++,final,-O2,fortify_off,1,0,0.090254,0.090165,0.0,3748,0,,1,1783529992
clang++,final,-O2,noexecstack,1,0,0.09386,0.093761,0.0,3812,0,,1,1783529992
clang++,final,-O2,execstack,1,0,0.093772,0.093687,0.0,3752,0,,1,1783529993
clang++,final,-O2,relro_full,1,0,0.092229,0.092148,0.0,3952,0,,1,1783529993
clang++,final,-O2,no_stack_protector,1,0,0.089986,0.089904,0.0,3748,0,,1,1783529993
clang++,final,-O2,stack_protector,1,0,0.090676,0.086659,0.003939,3684,0,,1,1783529993
clang++,final,-O2,stack_protector_strong,1,0,0.093633,0.093544,0.0,3756,0,,1,1783529993
clang++,final,-O2,stack_protector_all,1,0,0.09006,0.089977,0.0,3752,0,,1,1783529993
clang++,final,-O2,no_plt,1,0,0.088181,0.088102,0.0,3808,0,,1,1783529993
clang++,final,-O2,asan,1,0,0.367267,0.356352,0.010821,9776,0,,1,1783529993
clang++,final,-O2,ubsan,1,0,0.090732,0.090601,0.0,6180,0,,1,1783529994
clang++,final,-O2,msan,1,0,0.593098,0.588969,0.004006,8612,0,,1,1783529994
clang++,final,-O2,safe_stack,1,0,0.100764,0.100664,0.0,3836,0,,1,1783529994
clang++,final,-O2,lto,1,0,0.089981,0.085984,0.003908,3808,0,,1,1783529994
clang++,final,-O3,baseline,1,0,0.090662,0.090565,0.0,3808,0,,1,1783529994
clang++,final,-O3,pie,1,0,0.090476,0.090391,0.0,3808,0,,1,1783529995
clang++,final,-O3,no_pie,1,0,0.090808,0.090736,0.0,3736,0,,1,1783529995
clang++,final,-O3,fortify1,1,0,0.064015,0.063938,0.0,3808,0,,1,1783529995
clang++,final,-O3,fortify2,1,0,0.064407,0.064319,0.0,3804,0,,1,1783529995
clang++,final,-O3,fortify_off,1,0,0.091151,0.09107,0.0,3804,0,,1,1783529995
clang++,final,-O3,noexecstack,1,0,0.094077,0.09399,0.0,3884,0,,1,1783529995
clang++,final,-O3,execstack,1,0,0.090592,0.090516,0.0,3676,0,,1,1783529995
clang++,final,-O3,relro_full,1,0,0.089987,0.089911,0.0,3736,0,,1,1783529995
clang++,final,-O3,no_stack_protector,1,0,0.090735,0.090665,0.0,3828,0,,1,1783529995
clang++,final,-O3,stack_protector,1,0,0.089948,0.085963,0.003907,3812,0,,1,1783529995
clang++,final,-O3,stack_protector_strong,1,0,0.090282,0.090199,0.0,3872,0,,1,1783529995
clang++,final,-O3,stack_protector_all,1,0,0.090211,0.086212,0.003918,3748,0,,1,1783529995
clang++,final,-O3,no_plt,1,0,0.088147,0.088062,0.0,3752,0,,1,1783529996
clang++,final,-O3,asan,1,0,0.362156,0.354008,0.007978,12900,0,,1,1783529996
clang++,final,-O3,ubsan,1,0,0.093635,0.093516,0.0,4212,0,,1,1783529996
clang++,final,-O3,msan,1,0,0.554265,0.55012,0.004015,6736,0,,1,1783529997
clang++,final,-O3,safe_stack,1,0,0.090078,0.086086,0.003913,3832,0,,1,1783529997
clang++,final,-O3,lto,1,0,0.095201,0.0951,0.0,3948,0,,1,1783529997
clang++,final,-Ofast,baseline,1,0,0.093569,0.089587,0.003895,3744,0,,1,1783529997
clang++,final,-Ofast,pie,1,0,0.090233,0.090156,0.0,3816,0,,1,1783529997
clang++,final,-Ofast,no_pie,1,0,0.090125,0.090049,0.0,3800,0,,1,1783529997
clang++,final,-Ofast,fortify1,1,0,0.078482,0.074485,0.00392,3800,0,,1,1783529997
clang++,final,-Ofast,fortify2,1,0,0.078779,0.074767,0.003935,3736,0,,1,1783529997
clang++,final,-Ofast,fortify_off,1,0,0.092897,0.092812,0.0,3884,0,,1,1783529997
clang++,final,-Ofast,noexecstack,1,0,0.093316,0.093239,0.0,3956,0,,1,1783529997
clang++,final,-Ofast,execstack,1,0,0.090317,0.090239,0.0,3768,0,,1,1783529997
clang++,final,-Ofast,relro_full,1,0,0.093026,0.092931,0.0,3748,0,,1,1783529998
clang++,final,-Ofast,no_stack_protector,1,0,0.090043,0.089965,0.0,3732,0,,1,1783529998
clang++,final,-Ofast,stack_protector,1,0,0.092806,0.084996,0.007726,3952,0,,1,1783529998
clang++,final,-Ofast,stack_protector_strong,1,0,0.090785,0.09069,0.0,3804,0,,1,1783529998
clang++,final,-Ofast,stack_protector_all,1,0,0.090285,0.090206,0.0,3752,0,,1,1783529998
clang++,final,-Ofast,no_plt,1,0,0.088523,0.088449,0.0,3884,0,,1,1783529998
clang++,final,-Ofast,asan,1,0,0.366699,0.358581,0.007993,11800,0,,1,1783529998
clang++,final,-Ofast,ubsan,1,0,0.093298,0.093179,0.0,4132,0,,1,1783529999
clang++,final,-Ofast,msan,1,0,0.586184,0.586073,0.0,6760,0,,1,1783529999
clang++,final,-Ofast,safe_stack,1,0,0.090377,0.086369,0.003925,3708,0,,1,1783529999
clang++,final,-Ofast,lto,1,0,0.101235,0.101151,0.0,3684,0,,1,1783529999
clang++,final,-Os,baseline,1,0,0.090312,0.090217,0.0,3764,0,,1,1783529999
clang++,final,-Os,pie,1,0,0.0907,0.090621,0.0,3812,0,,1,1783529999
clang++,final,-Os,no_pie,1,0,0.096748,0.092792,0.003866,3880,0,,1,1783530000
clang++,final,-Os,fortify1,1,0,0.09369,0.093599,0.0,3876,0,,1,1783530000
clang++,final,-Os,fortify2,1,0,0.081604,0.081521,0.0,3948,0,,1,1783530000
clang++,final,-Os,fortify_off,1,0,0.095711,0.095594,0.0,3880,0,,1,1783530000
clang++,final,-Os,noexecstack,1,0,0.090057,0.08607,0.003912,3808,0,,1,1783530000
clang++,final,-Os,execstack,1,0,0.090288,0.090201,0.0,3748,0,,1,1783530000
clang++,final,-Os,relro_full,1,0,0.093484,0.093405,0.0,3812,0,,1,1783530000
clang++,final,-Os,no_stack_protector,1,0,0.089959,0.089884,0.0,3680,0,,1,1783530000
clang++,final,-Os,stack_protector,1,0,0.089861,0.085876,0.003903,3756,0,,1,1783530000
clang++,final,-Os,stack_protector_strong,1,0,0.090048,0.089953,0.0,3764,0,,1,1783530000
clang++,final,-Os,stack_protector_all,1,0,0.104217,0.104124,0.0,3876,0,,1,1783530000
clang++,final,-Os,no_plt,1,0,0.090236,0.090148,0.0,3676,0,,1,1783530001
clang++,final,-Os,asan,1,0,0.359486,0.351331,0.00801,14872,0,,1,1783530001
clang++,final,-Os,ubsan,1,0,0.093604,0.093482,0.0,4136,0,,1,1783530001
clang++,final,-Os,msan,1,0,0.556022,0.555902,0.0,8744,0,,1,1783530002
clang++,final,-Os,safe_stack,1,0,0.090095,0.090003,0.0,3964,0,,1,1783530002
clang++,final,-Os,lto,1,0,0.08994,0.089861,0.0,3880,0,,1,1783530002
clang++,final,-Oz,baseline,1,0,0.090154,0.090056,0.0,3676,0,,1,1783530002
clang++,final,-Oz,pie,1,0,0.090077,0.086082,0.003912,3872,0,,1,1783530002
clang++,final,-Oz,no_pie,1,0,0.093345,0.089372,0.003885,3760,0,,1,1783530002
clang++,final,-Oz,fortify1,1,0,0.064669,0.06459,0.0,3684,0,,1,1783530002
clang++,final,-Oz,fortify2,1,0,0.065018,0.061118,0.003819,3764,0,,1,1783530002
clang++,final,-Oz,fortify_off,1,0,0.093241,0.093157,0.0,3736,0,,1,1783530002
clang++,final,-Oz,noexecstack,1,0,0.090471,0.090381,0.0,3672,0,,1,1783530002
clang++,final,-Oz,execstack,1,0,0.094,0.093908,0.0,3736,0,,1,1783530002
clang++,final,-Oz,relro_full,1,0,0.090194,0.090115,0.0,3952,0,,1,1783530003
clang++,final,-Oz,no_stack_protector,1,0,0.090153,0.090059,0.0,3872,0,,1,1783530003
clang++,final,-Oz,stack_protector,1,0,0.090154,0.086149,0.003915,3756,0,,1,1783530003
clang++,final,-Oz,stack_protector_strong,1,0,0.093309,0.093228,0.0,3748,0,,1,1783530003
clang++,final,-Oz,stack_protector_all,1,0,0.090415,0.090327,0.0,3876,0,,1,1783530003
clang++,final,-Oz,no_plt,1,0,0.090899,0.090822,0.0,3764,0,,1,1783530003
clang++,final,-Oz,asan,1,0,0.357368,0.353234,0.004027,11904,0,,1,1783530003
clang++,final,-Oz,ubsan,1,0,0.093475,0.09337,0.0,4132,0,,1,1783530003
clang++,final,-Oz,msan,1,0,0.579339,0.575202,0.003994,6732,0,,1,1783530004
clang++,final,-Oz,safe_stack,1,0,0.097593,0.097508,0.0,3900,0,,1,1783530004
clang++,final,-Oz,lto,1,0,0.093132,0.093046,0.0,3752,0,,1,1783530004
rustc,suma,-C opt-level=0,baseline,1,0,2.528875,2.524657,0.004001,5872,0,,1,1783530007
rustc,suma,-C opt-level=0,overflow_checks,1,0,2.532981,2.532834,0.0,5864,0,,1,1783530009
rustc,suma,-C opt-level=0,debug_assertions,1,0,2.526931,2.522685,0.003997,5860,0,,1,1783530012
rustc,suma,-C opt-level=0,panic_abort,1,0,2.258559,2.258371,0.0,5764,0,,1,1783530014
rustc,suma,-C opt-level=0,lto,1,0,2.525808,2.521611,0.003996,5760,0,,1,1783530017
rustc,suma,-C opt-level=0,lto_thin,1,0,2.621897,2.621725,0.0,5880,0,,1,1783530019
rustc,suma,-C opt-level=0,asan,1,0,3.138355,3.113518,0.024545,14824,0,,1,1783530022
rustc,suma,-C opt-level=0,lsan,1,0,2.672825,2.644602,0.027973,10396,0,,1,1783530025
rustc,suma,-C opt-level=0,relro_full,1,0,2.537507,2.53728,0.0,5768,0,,1,1783530028
rustc,suma,-C opt-level=0,stack_protector_none,1,0,2.543142,2.542939,0.0,5760,0,,1,1783530030
rustc,suma,-C opt-level=0,stack_protector,1,0,2.680511,2.680308,0.0,5700,0,,1,1783530033
rustc,suma,-C opt-level=0,stack_protector_strong,1,0,2.737408,2.737222,0.0,5784,0,,1,1783530036
rustc,suma,-C opt-level=0,noexecstack,1,0,2.509441,2.509255,0.0,5900,0,,1,1783530038
rustc,suma,-C opt-level=0,execstack,1,0,2.568202,2.568018,0.0,5748,0,,1,1783530041
rustc,suma,-C opt-level=0,pie,1,0,2.536599,2.536399,0.0,5860,0,,1,1783530043
rustc,suma,-C opt-level=0,no_pie,1,0,2.551504,2.551325,0.0,5888,0,,1,1783530046
rustc,suma,-C opt-level=1,baseline,1,0,0.165232,0.161097,0.004027,5880,0,,1,1783530046
rustc,suma,-C opt-level=1,overflow_checks,1,0,0.120592,0.120485,0.0,5868,0,,1,1783530046
rustc,suma,-C opt-level=1,debug_assertions,1,0,0.120877,0.120786,0.0,5708,0,,1,1783530046
rustc,suma,-C opt-level=1,panic_abort,1,0,0.164699,0.164611,0.0,5656,0,,1,1783530046
rustc,suma,-C opt-level=1,lto,1,0,0.081444,0.081336,0.0,5764,0,,1,1783530046
rustc,suma,-C opt-level=1,lto_thin,1,0,0.164879,0.164771,0.0,5784,0,,1,1783530047
rustc,suma,-C opt-level=1,asan,1,0,0.27057,0.25448,0.015939,14852,0,,1,1783530047
rustc,suma,-C opt-level=1,lsan,1,0,0.192101,0.175798,0.016158,10232,0,,1,1783530047
rustc,suma,-C opt-level=1,relro_full,1,0,0.164969,0.160933,0.003925,5848,0,,1,1783530047
rustc,suma,-C opt-level=1,stack_protector_none,1,0,0.164725,0.164629,0.0,5836,0,,1,1783530047
rustc,suma,-C opt-level=1,stack_protector,1,0,0.164959,0.164863,0.0,5884,0,,1,1783530048
rustc,suma,-C opt-level=1,stack_protector_strong,1,0,0.164776,0.164681,0.0,5900,0,,1,1783530048
rustc,suma,-C opt-level=1,noexecstack,1,0,0.164777,0.156842,0.007842,5780,0,,1,1783530048
rustc,suma,-C opt-level=1,execstack,1,0,0.165312,0.16521,0.0,5908,0,,1,1783530048
rustc,suma,-C opt-level=1,pie,1,0,0.165039,0.164936,0.0,5708,0,,1,1783530048
rustc,suma,-C opt-level=1,no_pie,1,0,0.164928,0.164831,0.0,5748,0,,1,1783530048
rustc,suma,-C opt-level=2,baseline,1,0,0.04877,0.04493,0.003744,5736,0,,1,1783530048
rustc,suma,-C opt-level=2,overflow_checks,1,0,0.120785,0.120675,0.0,5736,0,,1,1783530049
rustc,suma,-C opt-level=2,debug_assertions,1,0,0.120529,0.12043,0.0,5776,0,,1,1783530049
rustc,suma,-C opt-level=2,panic_abort,1,0,0.048718,0.048633,0.0,5828,0,,1,1783530049
rustc,suma,-C opt-level=2,lto,1,0,0.050043,0.046114,0.003842,5836,0,,1,1783530049
rustc,suma,-C opt-level=2,lto_thin,1,0,0.048974,0.048884,0.0,5768,0,,1,1783530049
rustc,suma,-C opt-level=2,asan,1,0,0.168901,0.153075,0.015715,10736,0,,1,1783530049
rustc,suma,-C opt-level=2,lsan,1,0,0.076328,0.060667,0.01553,10648,0,,1,1783530049
rustc,suma,-C opt-level=2,relro_full,1,0,0.048989,0.044799,0.004072,5824,0,,1,1783530049
rustc,suma,-C opt-level=2,stack_protector_none,1,0,0.048885,0.048783,0.0,5876,0,,1,1783530049
rustc,suma,-C opt-level=2,stack_protector,1,0,0.048847,0.04469,0.004062,5656,0,,1,1783530049
rustc,suma,-C opt-level=2,stack_protector_strong,1,0,0.048915,0.048827,0.0,5844,0,,1,1783530049
rustc,suma,-C opt-level=2,noexecstack,1,0,0.048785,0.044637,0.004057,5688,0,,1,1783530049
rustc,suma,-C opt-level=2,execstack,1,0,0.048751,0.048674,0.0,5896,0,,1,1783530049
rustc,suma,-C opt-level=2,pie,1,0,0.048839,0.048748,0.0,5828,0,,1,1783530049
rustc,suma,-C opt-level=2,no_pie,1,0,0.048865,0.048777,0.0,5768,0,,1,1783530049
rustc,suma,-C opt-level=3,baseline,1,0,0.056755,0.056667,0.0,5964,0,,1,1783530049
rustc,suma,-C opt-level=3,overflow_checks,1,0,0.124844,0.124748,0.0,5756,0,,1,1783530050
rustc,suma,-C opt-level=3,debug_assertions,1,0,0.091771,0.09168,0.0,5900,0,,1,1783530050
rustc,suma,-C opt-level=3,panic_abort,1,0,0.048742,0.048659,0.0,5748,0,,1,1783530050
rustc,suma,-C opt-level=3,lto,1,0,0.04881,0.04873,0.0,5612,0,,1,1783530050
rustc,suma,-C opt-level=3,lto_thin,1,0,0.051086,0.050998,0.0,5564,0,,1,1783530050
rustc,suma,-C opt-level=3,asan,1,0,0.169658,0.156871,0.012644,10636,0,,1,1783530050
rustc,suma,-C opt-level=3,lsan,1,0,0.077546,0.068875,0.008533,8528,0,,1,1783530050
rustc,suma,-C opt-level=3,relro_full,1,0,0.048871,0.041259,0.007501,5708,0,,1,1783530050
rustc,suma,-C opt-level=3,stack_protector_none,1,0,0.05066,0.050568,0.0,5924,0,,1,1783530050
rustc,suma,-C opt-level=3,stack_protector,1,0,0.048972,0.048885,0.0,5832,0,,1,1783530050
rustc,suma,-C opt-level=3,stack_protector_strong,1,0,0.048766,0.044622,0.004056,5880,0,,1,1783530050
rustc,suma,-C opt-level=3,noexecstack,1,0,0.048708,0.048616,0.0,5748,0,,1,1783530050
rustc,suma,-C opt-level=3,execstack,1,0,0.04877,0.048682,0.0,5864,0,,1,1783530050
rustc,suma,-C opt-level=3,pie,1,0,0.048851,0.048738,0.0,5884,0,,1,1783530050
rustc,suma,-C opt-level=3,no_pie,1,0,0.048925,0.048832,0.0,5716,0,,1,1783530051
rustc,suma,-C opt-level=s,baseline,1,0,0.120968,0.120882,0.0,5740,0,,1,1783530051
rustc,suma,-C opt-level=s,overflow_checks,1,0,0.121227,0.121132,0.0,5868,0,,1,1783530051
rustc,suma,-C opt-level=s,debug_assertions,1,0,0.12139,0.121289,0.0,5772,0,,1,1783530051
rustc,suma,-C opt-level=s,panic_abort,1,0,0.088287,0.088197,0.0,5772,0,,1,1783530051
rustc,suma,-C opt-level=s,lto,1,0,0.121491,0.121406,0.0,5592,0,,1,1783530051
rustc,suma,-C opt-level=s,lto_thin,1,0,0.120748,0.116641,0.004022,5592,0,,1,1783530051
rustc,suma,-C opt-level=s,asan,1,0,0.185923,0.166553,0.019252,12824,0,,1,1783530051
rustc,suma,-C opt-level=s,lsan,1,0,0.117852,0.101913,0.015807,8572,0,,1,1783530052
rustc,suma,-C opt-level=s,relro_full,1,0,0.1211,0.116958,0.004033,5856,0,,1,1783530052
rustc,suma,-C opt-level=s,stack_protector_none,1,0,0.120841,0.120755,0.0,5860,0,,1,1783530052
rustc,suma,-C opt-level=s,stack_protector,1,0,0.08811,0.084015,0.004,5860,0,,1,1783530052
rustc,suma,-C opt-level=s,stack_protector_strong,1,0,0.08828,0.084155,0.004007,5768,0,,1,1783530052
rustc,suma,-C opt-level=s,noexecstack,1,0,0.121203,0.121111,0.0,5756,0,,1,1783530052
rustc,suma,-C opt-level=s,execstack,1,0,0.121743,0.117724,0.003924,5772,0,,1,1783530052
rustc,suma,-C opt-level=s,pie,1,0,0.121164,0.121068,0.0,5872,0,,1,1783530052
rustc,suma,-C opt-level=s,no_pie,1,0,0.120686,0.120594,0.0,5904,0,,1,1783530052
rustc,suma,-C opt-level=z,baseline,1,0,0.121123,0.121002,0.0,5736,0,,1,1783530053
rustc,suma,-C opt-level=z,overflow_checks,1,0,0.121474,0.121393,0.0,5764,0,,1,1783530053
rustc,suma,-C opt-level=z,debug_assertions,1,0,0.603584,0.599482,0.003996,5828,0,,1,1783530053
rustc,suma,-C opt-level=z,panic_abort,1,0,0.121514,0.117494,0.003916,5768,0,,1,1783530053
rustc,suma,-C opt-level=z,lto,1,0,0.086501,0.08248,0.003927,5776,0,,1,1783530053
rustc,suma,-C opt-level=z,lto_thin,1,0,0.086422,0.086327,0.0,5796,0,,1,1783530054
rustc,suma,-C opt-level=z,asan,1,0,0.213378,0.197108,0.016082,14692,0,,1,1783530054
rustc,suma,-C opt-level=z,lsan,1,0,0.206941,0.194994,0.011813,10660,0,,1,1783530054
rustc,suma,-C opt-level=z,relro_full,1,0,0.121514,0.117476,0.003915,5872,0,,1,1783530054
rustc,suma,-C opt-level=z,stack_protector_none,1,0,0.121276,0.121183,0.0,5876,0,,1,1783530054
rustc,suma,-C opt-level=z,stack_protector,1,0,0.087939,0.08383,0.003991,5916,0,,1,1783530054
rustc,suma,-C opt-level=z,stack_protector_strong,1,0,0.086581,0.086481,0.0,5904,0,,1,1783530054
rustc,suma,-C opt-level=z,noexecstack,1,0,0.124208,0.124101,0.0,5772,0,,1,1783530055
rustc,suma,-C opt-level=z,execstack,1,0,0.12724,0.123176,0.003973,5700,0,,1,1783530055
rustc,suma,-C opt-level=z,pie,1,0,0.121004,0.116889,0.00403,5764,0,,1,1783530055
rustc,suma,-C opt-level=z,no_pie,1,0,0.086362,0.086265,0.0,5752,0,,1,1783530055
rustc,final,-C opt-level=0,baseline,1,0,1.600555,1.596432,0.003991,2152,0,,1,1783530056
rustc,final,-C opt-level=0,overflow_checks,1,0,1.624896,1.624756,0.0,2060,0,,1,1783530058
rustc,final,-C opt-level=0,debug_assertions,1,0,1.616528,1.616385,0.0,2168,0,,1,1783530060
rustc,final,-C opt-level=0,panic_abort,1,0,1.597864,1.59773,0.0,2168,0,,1,1783530061
rustc,final,-C opt-level=0,lto,1,0,1.592535,1.588368,0.00399,1856,0,,1,1783530063
rustc,final,-C opt-level=0,lto_thin,1,0,1.600431,1.600268,0.0,2248,0,,1,1783530065
