compiler,program,opt,flag_id,n,time_ms_median,time_ms_ci95_lo,time_ms_ci95_hi,rss_kb_median,rss_kb_ci95_lo,rss_kb_ci95_hi,overhead_vs_baseline,overhead_ci95_lo,overhead_ci95_hi
clang++,final,-O2,no_plt,50,216.830,216.822,216.841,3802,3752,3808,0.8496,0.8496,0.8497
clang++,final,-O2,no_stack_protector,50,255.192,255.178,255.201,3804,3768,3810,1.0000,0.9999,1.0000
clang++,final,-O2,noexecstack,50,255.203,255.190,255.214,3802,3752,3812,1.0000,0.9999,1.0001
clang++,final,-O2,pie,50,255.189,255.177,255.194,3754,3748,3780,0.9999,0.9999,1.0000
clang++,final,-O2,relro_full,50,255.192,255.181,255.206,3804,3754,3810,1.0000,0.9999,1.0000
clang++,final,-O2,safe_stack,50,255.308,255.288,255.319,3838,3836,3892,1.0004,1.0003,1.0005
clang++,final,-O2,stack_protector,50,255.199,255.192,255.204,3784,3752,3808,1.0000,0.9999,1.0000
clang++,final,-O2,stack_protector_all,50,255.192,255.180,255.201,3806,3754,3812,1.0000,0.9999,1.0000
clang++,final,-O2,stack_protector_strong,50,255.188,255.175,255.195,3806,3762,3812,0.9999,0.9999,1.0000
clang++,final,-O2,ubsan,50,249.582,249.546,249.736,4188,4136,4206,0.9780,0.9778,0.9786
clang++,final,-O3,asan,50,749.759,749.193,750.442,9832,9636,9908,2.9380,2.9359,2.9406
clang++,final,-O3,baseline,50,255.197,255.188,255.206,3766,3754,3810,,,
clang++,final,-O3,execstack,50,255.191,255.179,255.200,3776,3752,3808,1.0000,0.9999,1.0000
clang++,final,-O3,fortify1,50,431.511,431.070,431.806,3802,3752,3808,1.6909,1.6893,1.6920
clang++,final,-O3,fortify2,50,431.406,431.222,431.667,3804,3750,3808,1.6905,1.6899,1.6915
clang++,final,-O3,fortify_off,50,255.197,255.186,255.206,3804,3752,3826,1.0000,0.9999,1.0000
clang++,final,-O3,hardening_baseline,50,432.217,431.977,432.562,3808,3780,3826,1.6937,1.6927,1.6950
clang++,final,-O3,lto,50,255.175,255.171,255.190,3766,3748,3806,0.9999,0.9999,1.0000
clang++,final,-O3,msan,50,1438.653,1438.159,1439.046,6760,6714,8548,5.6374,5.6354,5.6389
clang++,final,-O3,no_pie,50,255.186,255.169,255.190,3806,3758,3812,1.0000,0.9999,1.0000
clang++,final,-O3,no_plt,50,216.834,216.824,216.845,3808,3786,3822,0.8497,0.8496,0.8497
